matematika,ipa,ips,minat,karakter,gaya_belajar,suka_kerja_tim,suka_tantangan,jurusan
64,40,93,menggambar,kreatif,auditori,tidak,tidak,Desain Komunikasi Visual
19,72,28,berbicara,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
9,26,62,menulis,logis,auditori,ya,ya,Ilmu Sosial
61,72,38,berbicara,kreatif,visual,tidak,ya,Desain Komunikasi Visual
35,96,40,ngoding,kreatif,auditori,tidak,tidak,Desain Komunikasi Visual
99,98,58,berhitung,komunikatif,visual,tidak,ya,Ilmu Sosial
9,94,79,ngoding,kreatif,visual,tidak,tidak,Desain Komunikasi Visual
3,31,54,ngoding,logis,kinestetik,ya,ya,Ilmu Sosial
5,86,43,menggambar,logis,visual,ya,ya,Desain Komunikasi Visual
29,52,81,ngoding,kreatif,kinestetik,ya,ya,Desain Komunikasi Visual
29,84,82,berbicara,logis,auditori,ya,tidak,Ilmu Sosial
52,12,94,berbicara,sabar,visual,ya,ya,Ilmu Komunikasi
61,57,74,ngoding,kreatif,visual,ya,tidak,Desain Komunikasi Visual
32,19,87,berhitung,kreatif,kinestetik,ya,ya,Desain Komunikasi Visual
59,53,23,berbicara,sabar,visual,ya,ya,Ilmu Sosial
7,22,64,menulis,sabar,auditori,ya,tidak,Sastra Indonesia
34,32,41,menulis,sabar,auditori,tidak,tidak,Sastra Indonesia
24,57,36,berhitung,logis,kinestetik,tidak,ya,Kedokteran
0,85,77,menggambar,komunikatif,visual,tidak,ya,Desain Komunikasi Visual
30,17,89,menggambar,sabar,visual,tidak,ya,Desain Komunikasi Visual
17,1,2,menulis,kreatif,visual,ya,ya,Desain Komunikasi Visual
62,47,56,berhitung,logis,kinestetik,tidak,tidak,Teknik Sipil
61,99,0,menulis,sabar,visual,ya,tidak,Sastra Indonesia
3,67,59,menggambar,kreatif,auditori,ya,ya,Desain Komunikasi Visual
33,28,35,menulis,komunikatif,visual,ya,tidak,Manajemen
71,45,3,menggambar,logis,auditori,tidak,tidak,Desain Komunikasi Visual
90,10,99,berhitung,komunikatif,kinestetik,tidak,ya,Ilmu Sosial
59,58,82,ngoding,komunikatif,auditori,tidak,tidak,Ilmu Sosial
3,35,43,berhitung,kreatif,visual,ya,ya,Desain Komunikasi Visual
95,92,51,ngoding,logis,kinestetik,tidak,ya,Teknik Informatika
12,20,100,menulis,sabar,visual,ya,tidak,Sastra Indonesia
40,31,1,ngoding,sabar,auditori,tidak,tidak,Teknik Informatika
88,44,2,berbicara,logis,auditori,tidak,ya,Ilmu Sosial
73,1,26,menulis,logis,auditori,tidak,tidak,Ilmu Sosial
91,92,90,ngoding,logis,visual,tidak,tidak,Ilmu Sosial
84,9,90,berhitung,logis,auditori,ya,ya,Teknik Sipil
27,38,33,berbicara,sabar,auditori,tidak,tidak,Ilmu Sosial
86,61,47,berhitung,sabar,visual,tidak,tidak,Ilmu Sosial
99,66,36,menulis,kreatif,visual,tidak,ya,Desain Komunikasi Visual
88,44,55,berbicara,logis,kinestetik,tidak,ya,Ilmu Sosial
11,60,54,berhitung,sabar,visual,ya,tidak,Kedokteran
47,73,98,menulis,logis,auditori,ya,ya,Ilmu Sosial
50,79,72,berhitung,komunikatif,kinestetik,ya,tidak,Kedokteran
12,56,59,berbicara,kreatif,auditori,ya,ya,Ilmu Komunikasi
58,48,28,ngoding,sabar,kinestetik,tidak,ya,Teknik Informatika
4,85,16,berbicara,sabar,visual,tidak,ya,Ilmu Sosial
95,55,44,menggambar,sabar,visual,tidak,ya,Desain Komunikasi Visual
100,1,84,menulis,logis,kinestetik,tidak,ya,Ilmu Sosial
28,0,10,menulis,kreatif,visual,ya,ya,Desain Komunikasi Visual
60,91,89,berhitung,logis,kinestetik,ya,ya,Kedokteran
58,62,60,menulis,kreatif,auditori,tidak,tidak,Desain Komunikasi Visual
54,74,62,berbicara,kreatif,auditori,tidak,ya,Desain Komunikasi Visual
86,33,54,menulis,sabar,visual,tidak,ya,Sastra Indonesia
87,15,22,berhitung,logis,visual,tidak,tidak,Teknik Sipil
65,50,67,ngoding,logis,visual,tidak,tidak,Ilmu Sosial
53,38,6,menggambar,komunikatif,kinestetik,ya,tidak,Desain Komunikasi Visual
45,40,49,berhitung,kreatif,kinestetik,ya,tidak,Desain Komunikasi Visual
54,75,29,menulis,sabar,kinestetik,tidak,tidak,Sastra Indonesia
9,1,51,menggambar,kreatif,kinestetik,ya,ya,Desain Komunikasi Visual
27,86,3,berbicara,logis,visual,tidak,ya,Ilmu Sosial
10,74,42,ngoding,logis,auditori,ya,ya,Ilmu Sosial
14,85,22,berhitung,komunikatif,auditori,tidak,ya,Kedokteran
88,87,58,ngoding,logis,kinestetik,ya,ya,Teknik Informatika
89,12,25,berhitung,kreatif,kinestetik,tidak,ya,Desain Komunikasi Visual
13,86,29,menggambar,sabar,auditori,ya,ya,Desain Komunikasi Visual
19,25,10,menggambar,kreatif,kinestetik,ya,ya,Desain Komunikasi Visual
41,44,78,berbicara,logis,visual,ya,ya,Ilmu Komunikasi
20,24,40,berbicara,sabar,visual,ya,ya,Ilmu Komunikasi
32,91,99,berbicara,kreatif,kinestetik,ya,ya,Ilmu Komunikasi
77,31,17,berhitung,kreatif,auditori,tidak,ya,Desain Komunikasi Visual
24,41,21,menulis,komunikatif,auditori,tidak,tidak,Ilmu Sosial
71,35,83,berbicara,kreatif,auditori,tidak,tidak,Ilmu Komunikasi
61,3,42,ngoding,sabar,visual,ya,tidak,Teknik Informatika
38,58,28,menggambar,logis,auditori,ya,tidak,Desain Komunikasi Visual
19,66,39,berbicara,logis,kinestetik,ya,tidak,Ilmu Sosial
69,46,2,menggambar,logis,kinestetik,tidak,tidak,Desain Komunikasi Visual
44,8,60,menulis,logis,auditori,tidak,ya,Ilmu Sosial
81,37,51,ngoding,kreatif,kinestetik,tidak,tidak,Teknik Informatika
47,73,48,ngoding,komunikatif,auditori,ya,tidak,Manajemen
76,71,62,berhitung,komunikatif,visual,ya,tidak,Manajemen
53,76,68,berhitung,kreatif,auditori,tidak,ya,Kedokteran
88,69,21,ngoding,kreatif,auditori,tidak,ya,Teknik Informatika
35,38,47,berhitung,kreatif,kinestetik,tidak,tidak,Desain Komunikasi Visual
15,0,48,berhitung,sabar,visual,tidak,ya,Ilmu Sosial
18,12,60,ngoding,kreatif,kinestetik,tidak,ya,Desain Komunikasi Visual
44,57,69,berhitung,komunikatif,auditori,tidak,tidak,Ilmu Sosial
6,4,60,berbicara,komunikatif,auditori,ya,tidak,Ilmu Komunikasi
71,51,65,berbicara,kreatif,visual,ya,ya,Desain Komunikasi Visual
71,42,4,berhitung,kreatif,auditori,ya,ya,Desain Komunikasi Visual
92,72,69,menggambar,kreatif,auditori,tidak,ya,Desain Komunikasi Visual
71,85,42,menulis,komunikatif,visual,tidak,tidak,Ilmu Sosial
44,15,17,berbicara,kreatif,auditori,tidak,ya,Desain Komunikasi Visual
4,92,41,menggambar,komunikatif,kinestetik,tidak,ya,Desain Komunikasi Visual
65,4,0,menulis,sabar,visual,tidak,tidak,Sastra Indonesia
5,87,79,menggambar,komunikatif,kinestetik,ya,tidak,Desain Komunikasi Visual
38,67,28,menulis,komunikatif,kinestetik,tidak,tidak,Ilmu Sosial
86,67,33,berhitung,komunikatif,auditori,tidak,tidak,Ilmu Sosial
49,14,91,ngoding,kreatif,visual,ya,ya,Desain Komunikasi Visual
99,39,39,berbicara,kreatif,visual,ya,ya,Desain Komunikasi Visual
32,49,60,berhitung,logis,visual,tidak,ya,Teknik Sipil
82,58,30,menulis,sabar,visual,ya,tidak,Sastra Indonesia
28,22,56,menggambar,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
77,39,25,menulis,logis,visual,ya,tidak,Ilmu Sosial
1,84,5,ngoding,sabar,kinestetik,ya,ya,Ilmu Sosial
44,0,24,menggambar,logis,auditori,tidak,ya,Desain Komunikasi Visual
72,29,99,berhitung,logis,auditori,tidak,tidak,Teknik Sipil
98,22,19,ngoding,kreatif,kinestetik,tidak,ya,Teknik Informatika
32,100,95,ngoding,logis,visual,ya,tidak,Ilmu Sosial
14,82,26,berhitung,komunikatif,kinestetik,tidak,ya,Kedokteran
62,98,40,menulis,komunikatif,auditori,ya,tidak,Manajemen
3,48,96,berbicara,sabar,auditori,tidak,tidak,Ilmu Komunikasi
41,61,83,menggambar,kreatif,visual,tidak,ya,Desain Komunikasi Visual
60,46,93,berhitung,logis,kinestetik,ya,ya,Teknik Sipil
13,8,45,berhitung,sabar,kinestetik,ya,ya,Ilmu Sosial
63,14,39,berbicara,komunikatif,kinestetik,ya,ya,Manajemen
50,37,12,menggambar,kreatif,kinestetik,tidak,ya,Desain Komunikasi Visual
63,82,19,ngoding,komunikatif,visual,ya,tidak,Manajemen
40,99,75,menulis,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
12,37,71,berbicara,kreatif,visual,ya,tidak,Ilmu Komunikasi
4,77,31,menulis,kreatif,kinestetik,ya,ya,Desain Komunikasi Visual
50,89,86,menulis,kreatif,visual,tidak,ya,Desain Komunikasi Visual
41,27,51,berhitung,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
74,42,14,menulis,kreatif,kinestetik,ya,tidak,Desain Komunikasi Visual
17,73,38,menulis,logis,auditori,tidak,tidak,Ilmu Sosial
84,80,18,berhitung,sabar,auditori,tidak,tidak,Ilmu Sosial
74,84,1,menulis,kreatif,auditori,ya,ya,Desain Komunikasi Visual
42,94,52,berhitung,sabar,kinestetik,ya,ya,Kedokteran
28,49,11,menggambar,komunikatif,auditori,tidak,ya,Desain Komunikasi Visual
21,24,73,berhitung,kreatif,visual,tidak,tidak,Desain Komunikasi Visual
94,100,6,berbicara,sabar,auditori,tidak,ya,Ilmu Sosial
9,47,94,menggambar,komunikatif,visual,ya,ya,Desain Komunikasi Visual
60,39,96,menggambar,komunikatif,visual,ya,tidak,Desain Komunikasi Visual
74,14,81,berbicara,komunikatif,kinestetik,tidak,ya,Ilmu Komunikasi
11,13,34,menulis,sabar,visual,ya,tidak,Sastra Indonesia
46,75,19,menggambar,kreatif,visual,ya,ya,Desain Komunikasi Visual
5,65,35,menulis,sabar,kinestetik,ya,ya,Sastra Indonesia
97,40,31,menggambar,kreatif,visual,ya,ya,Desain Komunikasi Visual
22,94,23,menggambar,komunikatif,visual,tidak,tidak,Desain Komunikasi Visual
25,29,90,ngoding,komunikatif,visual,ya,ya,Manajemen
41,77,68,ngoding,logis,kinestetik,tidak,ya,Ilmu Sosial
33,97,71,menulis,sabar,visual,ya,tidak,Sastra Indonesia
98,67,62,berhitung,komunikatif,kinestetik,tidak,tidak,Ilmu Sosial
94,84,3,berhitung,kreatif,auditori,tidak,ya,Desain Komunikasi Visual
74,33,85,menulis,sabar,visual,ya,ya,Sastra Indonesia
32,44,65,berbicara,logis,visual,ya,tidak,Ilmu Komunikasi
99,95,37,menggambar,logis,auditori,tidak,ya,Desain Komunikasi Visual
27,32,36,menulis,komunikatif,kinestetik,tidak,ya,Ilmu Sosial
100,34,54,menggambar,logis,visual,tidak,ya,Desain Komunikasi Visual
83,84,77,menggambar,logis,kinestetik,ya,tidak,Desain Komunikasi Visual
80,36,70,berhitung,sabar,auditori,tidak,tidak,Ilmu Sosial
65,66,67,berbicara,sabar,auditori,tidak,tidak,Ilmu Komunikasi
68,5,90,menulis,komunikatif,kinestetik,ya,tidak,Manajemen
25,51,41,berhitung,logis,auditori,ya,tidak,Kedokteran
3,87,59,menggambar,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
21,47,89,menulis,kreatif,kinestetik,ya,ya,Desain Komunikasi Visual
14,35,80,berbicara,sabar,auditori,tidak,tidak,Ilmu Komunikasi
97,12,85,menggambar,komunikatif,auditori,ya,ya,Desain Komunikasi Visual
38,66,77,ngoding,komunikatif,kinestetik,tidak,ya,Ilmu Sosial
91,12,41,berbicara,logis,kinestetik,tidak,tidak,Ilmu Sosial
23,54,30,menulis,sabar,visual,ya,tidak,Sastra Indonesia
67,55,23,menulis,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
10,4,11,ngoding,kreatif,visual,tidak,ya,Desain Komunikasi Visual
41,15,99,berbicara,logis,visual,ya,tidak,Ilmu Komunikasi
26,15,21,berbicara,logis,visual,tidak,ya,Ilmu Sosial
21,74,21,menggambar,komunikatif,kinestetik,tidak,ya,Desain Komunikasi Visual
57,19,55,berhitung,logis,auditori,tidak,ya,Teknik Sipil
64,7,3,menulis,komunikatif,auditori,ya,tidak,Manajemen
75,47,42,berbicara,logis,visual,ya,ya,Ilmu Sosial
69,39,4,berbicara,logis,kinestetik,tidak,tidak,Ilmu Sosial
85,76,65,menggambar,komunikatif,visual,tidak,ya,Desain Komunikasi Visual
3,0,56,menggambar,komunikatif,kinestetik,ya,ya,Desain Komunikasi Visual
1,54,78,ngoding,kreatif,auditori,tidak,tidak,Desain Komunikasi Visual
96,46,10,berbicara,sabar,visual,ya,ya,Ilmu Sosial
78,84,37,menulis,logis,kinestetik,tidak,ya,Ilmu Sosial
72,2,36,menulis,logis,auditori,ya,ya,Ilmu Sosial
52,75,81,menulis,kreatif,auditori,ya,ya,Desain Komunikasi Visual
82,84,39,menggambar,logis,kinestetik,tidak,ya,Desain Komunikasi Visual
40,42,1,menggambar,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
78,53,94,ngoding,logis,kinestetik,tidak,tidak,Ilmu Sosial
78,20,6,berhitung,sabar,visual,tidak,ya,Ilmu Sosial
44,16,61,ngoding,sabar,visual,ya,tidak,Ilmu Sosial
76,68,3,berbicara,logis,kinestetik,tidak,tidak,Ilmu Sosial
26,47,84,berhitung,sabar,auditori,tidak,ya,Ilmu Sosial
74,33,9,menggambar,komunikatif,kinestetik,ya,tidak,Desain Komunikasi Visual
28,6,94,berhitung,sabar,visual,ya,tidak,Ilmu Sosial
42,71,17,menulis,kreatif,auditori,tidak,ya,Desain Komunikasi Visual
73,83,41,menggambar,sabar,visual,tidak,ya,Desain Komunikasi Visual
35,45,18,berhitung,logis,kinestetik,tidak,tidak,Kedokteran
65,82,86,berhitung,sabar,kinestetik,tidak,tidak,Ilmu Sosial
61,93,5,menulis,kreatif,auditori,tidak,tidak,Desain Komunikasi Visual
17,31,13,berhitung,komunikatif,kinestetik,tidak,tidak,Kedokteran
12,23,23,ngoding,komunikatif,auditori,tidak,ya,Ilmu Sosial
48,88,81,menulis,kreatif,kinestetik,ya,ya,Desain Komunikasi Visual
0,80,89,berhitung,sabar,kinestetik,ya,tidak,Ilmu Sosial
63,80,77,menggambar,kreatif,kinestetik,tidak,tidak,Desain Komunikasi Visual
89,54,15,berhitung,kreatif,auditori,tidak,tidak,Desain Komunikasi Visual
65,99,20,ngoding,logis,visual,ya,tidak,Ilmu Sosial
70,97,30,berhitung,logis,kinestetik,tidak,ya,Kedokteran
33,15,31,berbicara,logis,kinestetik,tidak,tidak,Ilmu Sosial
12,77,3,menulis,sabar,auditori,ya,tidak,Sastra Indonesia
17,71,49,ngoding,logis,visual,tidak,ya,Ilmu Sosial
13,47,36,menggambar,logis,kinestetik,ya,ya,Desain Komunikasi Visual
85,21,98,ngoding,logis,visual,ya,ya,Ilmu Sosial
92,44,48,berbicara,sabar,auditori,tidak,tidak,Ilmu Sosial
17,3,58,menulis,sabar,visual,tidak,ya,Sastra Indonesia
5,89,42,berbicara,logis,kinestetik,tidak,tidak,Ilmu Sosial
54,92,15,berhitung,komunikatif,visual,tidak,ya,Kedokteran
12,28,49,ngoding,logis,auditori,ya,tidak,Ilmu Sosial
40,92,52,berbicara,kreatif,visual,ya,tidak,Desain Komunikasi Visual
43,95,77,berhitung,kreatif,auditori,ya,ya,Kedokteran
57,80,41,menulis,sabar,kinestetik,tidak,tidak,Sastra Indonesia
8,83,88,ngoding,komunikatif,visual,tidak,ya,Ilmu Sosial
4,81,55,ngoding,komunikatif,auditori,tidak,tidak,Ilmu Sosial
3,96,11,menulis,sabar,visual,tidak,ya,Sastra Indonesia
27,54,34,berbicara,kreatif,visual,tidak,tidak,Desain Komunikasi Visual
60,52,13,menggambar,logis,visual,ya,ya,Desain Komunikasi Visual
63,46,22,ngoding,sabar,visual,ya,ya,Teknik Informatika
8,34,84,ngoding,komunikatif,kinestetik,tidak,tidak,Ilmu Sosial
9,14,63,berhitung,logis,visual,ya,tidak,Teknik Sipil
22,24,66,menulis,sabar,auditori,tidak,ya,Sastra Indonesia
51,10,79,berbicara,kreatif,auditori,ya,ya,Ilmu Komunikasi
35,62,17,ngoding,logis,visual,ya,tidak,Ilmu Sosial
14,59,23,menggambar,logis,visual,ya,ya,Desain Komunikasi Visual
92,4,80,ngoding,logis,auditori,tidak,tidak,Teknik Informatika
83,71,14,berhitung,kreatif,visual,ya,ya,Desain Komunikasi Visual
62,11,84,berhitung,logis,kinestetik,ya,ya,Teknik Sipil
90,29,29,berbicara,komunikatif,kinestetik,ya,tidak,Manajemen
92,31,14,menulis,komunikatif,visual,tidak,tidak,Ilmu Sosial
12,57,87,menggambar,komunikatif,visual,tidak,tidak,Desain Komunikasi Visual
77,62,13,menulis,komunikatif,kinestetik,ya,tidak,Manajemen
68,55,32,menulis,sabar,kinestetik,ya,tidak,Sastra Indonesia
82,0,53,berbicara,logis,visual,ya,ya,Ilmu Sosial
31,30,69,menulis,komunikatif,visual,tidak,tidak,Ilmu Sosial
97,35,58,berhitung,sabar,auditori,tidak,ya,Ilmu Sosial
70,43,59,menulis,kreatif,visual,ya,tidak,Desain Komunikasi Visual
68,64,44,menggambar,komunikatif,auditori,tidak,ya,Desain Komunikasi Visual
20,15,96,berhitung,kreatif,visual,tidak,ya,Desain Komunikasi Visual
53,73,80,berbicara,logis,auditori,ya,tidak,Ilmu Komunikasi
88,14,39,berbicara,logis,kinestetik,tidak,tidak,Ilmu Sosial
99,39,21,ngoding,sabar,auditori,ya,tidak,Teknik Informatika
1,81,60,ngoding,komunikatif,visual,ya,ya,Manajemen
47,88,77,menulis,logis,kinestetik,tidak,ya,Ilmu Sosial
47,88,55,menggambar,sabar,kinestetik,ya,ya,Desain Komunikasi Visual
18,56,51,berbicara,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
52,41,92,berhitung,sabar,kinestetik,tidak,ya,Ilmu Sosial
16,82,90,menulis,komunikatif,visual,ya,ya,Manajemen
100,18,9,menulis,komunikatif,kinestetik,tidak,tidak,Ilmu Sosial
43,3,15,berhitung,kreatif,kinestetik,tidak,tidak,Desain Komunikasi Visual
13,9,96,berbicara,sabar,auditori,tidak,tidak,Ilmu Komunikasi
42,93,93,berhitung,kreatif,visual,tidak,tidak,Desain Komunikasi Visual
55,72,35,ngoding,sabar,visual,ya,tidak,Ilmu Sosial
54,62,90,menggambar,sabar,kinestetik,tidak,ya,Desain Komunikasi Visual
65,33,50,ngoding,komunikatif,kinestetik,tidak,tidak,Teknik Informatika
93,49,52,berhitung,logis,kinestetik,tidak,tidak,Teknik Sipil
31,43,43,berhitung,logis,kinestetik,ya,ya,Teknik Sipil
52,91,36,berbicara,logis,visual,ya,ya,Ilmu Sosial
57,53,61,berbicara,komunikatif,kinestetik,ya,ya,Ilmu Komunikasi
91,78,20,ngoding,sabar,visual,tidak,tidak,Teknik Informatika
58,14,16,menulis,kreatif,visual,ya,ya,Desain Komunikasi Visual
69,3,21,berhitung,sabar,kinestetik,tidak,tidak,Ilmu Sosial
45,61,53,berhitung,logis,kinestetik,tidak,tidak,Kedokteran
42,53,52,menulis,logis,auditori,ya,ya,Ilmu Sosial
25,5,83,berhitung,sabar,auditori,tidak,ya,Ilmu Sosial
21,93,17,berhitung,sabar,visual,ya,tidak,Kedokteran
59,4,77,menggambar,kreatif,kinestetik,ya,ya,Desain Komunikasi Visual
12,33,88,berhitung,sabar,visual,ya,ya,Ilmu Sosial
83,53,38,menggambar,sabar,kinestetik,ya,tidak,Desain Komunikasi Visual
39,17,37,menggambar,kreatif,visual,tidak,tidak,Desain Komunikasi Visual
57,90,8,berhitung,komunikatif,auditori,ya,ya,Kedokteran
9,27,60,menggambar,komunikatif,auditori,tidak,ya,Desain Komunikasi Visual
91,22,28,berhitung,sabar,kinestetik,tidak,ya,Ilmu Sosial
41,24,18,menggambar,sabar,kinestetik,ya,tidak,Desain Komunikasi Visual
2,81,97,menulis,logis,auditori,ya,tidak,Ilmu Sosial
55,96,35,menulis,sabar,visual,tidak,tidak,Sastra Indonesia
95,92,35,menulis,sabar,kinestetik,tidak,ya,Sastra Indonesia
49,71,54,berhitung,sabar,visual,ya,ya,Kedokteran
37,58,32,berbicara,sabar,auditori,tidak,tidak,Ilmu Sosial
76,0,87,menulis,komunikatif,kinestetik,ya,tidak,Manajemen
12,24,89,berbicara,kreatif,auditori,tidak,ya,Ilmu Komunikasi
28,23,74,menulis,sabar,visual,tidak,ya,Sastra Indonesia
19,32,15,berhitung,sabar,auditori,tidak,tidak,Kedokteran
5,17,45,berhitung,komunikatif,kinestetik,tidak,ya,Ilmu Sosial
57,18,80,berbicara,kreatif,visual,ya,tidak,Ilmu Komunikasi
25,7,86,menulis,kreatif,visual,ya,tidak,Desain Komunikasi Visual
60,35,49,ngoding,sabar,kinestetik,ya,ya,Teknik Informatika
75,14,67,menggambar,logis,visual,tidak,tidak,Desain Komunikasi Visual
73,39,1,berhitung,komunikatif,visual,tidak,ya,Ilmu Sosial
15,65,63,menulis,sabar,kinestetik,tidak,ya,Sastra Indonesia
27,81,98,berbicara,logis,visual,tidak,ya,Ilmu Komunikasi
10,98,44,menggambar,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
1,7,86,berhitung,kreatif,kinestetik,ya,tidak,Desain Komunikasi Visual
86,52,90,berhitung,kreatif,kinestetik,ya,ya,Desain Komunikasi Visual
94,62,64,berbicara,komunikatif,auditori,ya,ya,Manajemen
74,4,17,berhitung,komunikatif,auditori,ya,ya,Manajemen
76,47,19,menggambar,kreatif,visual,tidak,ya,Desain Komunikasi Visual
44,88,5,menggambar,sabar,visual,ya,tidak,Desain Komunikasi Visual
32,3,22,berhitung,komunikatif,visual,tidak,ya,Ilmu Sosial
77,28,16,ngoding,logis,visual,ya,ya,Teknik Informatika
2,20,34,menggambar,komunikatif,kinestetik,tidak,tidak,Desain Komunikasi Visual
66,3,18,berhitung,logis,kinestetik,tidak,tidak,Teknik Sipil
10,76,30,ngoding,komunikatif,auditori,ya,tidak,Manajemen
40,87,84,berhitung,logis,auditori,ya,ya,Kedokteran
2,96,34,menulis,logis,visual,tidak,tidak,Ilmu Sosial
78,36,59,ngoding,logis,kinestetik,tidak,tidak,Teknik Informatika
1,3,86,menulis,komunikatif,kinestetik,ya,ya,Manajemen
85,74,35,berhitung,komunikatif,kinestetik,ya,ya,Manajemen
73,24,70,menulis,logis,auditori,tidak,tidak,Ilmu Sosial
89,90,32,ngoding,kreatif,kinestetik,ya,tidak,Desain Komunikasi Visual
27,26,66,menulis,logis,visual,ya,tidak,Ilmu Sosial
95,97,87,menulis,komunikatif,auditori,tidak,ya,Ilmu Sosial
36,67,33,berhitung,logis,kinestetik,tidak,tidak,Kedokteran
73,43,44,menggambar,sabar,kinestetik,tidak,tidak,Desain Komunikasi Visual
11,89,12,berbicara,logis,auditori,tidak,tidak,Ilmu Sosial
95,61,2,ngoding,komunikatif,visual,tidak,tidak,Teknik Informatika
75,83,15,berhitung,sabar,kinestetik,ya,ya,Kedokteran
6,82,17,menulis,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
35,95,29,menggambar,sabar,visual,ya,ya,Desain Komunikasi Visual
57,23,8,menulis,logis,auditori,ya,tidak,Ilmu Sosial
74,32,3,menggambar,kreatif,auditori,ya,ya,Desain Komunikasi Visual
70,52,57,ngoding,sabar,visual,tidak,ya,Teknik Informatika
17,92,78,ngoding,komunikatif,visual,ya,ya,Manajemen
78,7,43,menulis,kreatif,visual,tidak,ya,Desain Komunikasi Visual
73,56,25,berhitung,kreatif,kinestetik,tidak,ya,Desain Komunikasi Visual
96,93,6,ngoding,komunikatif,auditori,ya,ya,Teknik Informatika
49,34,37,berhitung,sabar,kinestetik,ya,ya,Ilmu Sosial
32,49,53,menulis,sabar,visual,tidak,tidak,Sastra Indonesia
55,51,82,menggambar,sabar,auditori,tidak,tidak,Desain Komunikasi Visual
95,49,68,menggambar,komunikatif,kinestetik,ya,ya,Desain Komunikasi Visual
82,95,82,menulis,kreatif,visual,ya,tidak,Desain Komunikasi Visual
73,92,93,berbicara,komunikatif,auditori,ya,tidak,Ilmu Komunikasi
56,19,76,ngoding,sabar,visual,ya,ya,Ilmu Sosial
99,28,80,menulis,kreatif,kinestetik,ya,ya,Desain Komunikasi Visual
58,15,69,berbicara,sabar,visual,tidak,ya,Ilmu Komunikasi
70,59,65,berbicara,sabar,auditori,ya,tidak,Ilmu Sosial
1,47,97,berbicara,sabar,kinestetik,ya,ya,Ilmu Komunikasi
14,92,0,menggambar,sabar,kinestetik,tidak,tidak,Desain Komunikasi Visual
20,61,13,menggambar,komunikatif,auditori,ya,ya,Desain Komunikasi Visual
97,73,55,menulis,komunikatif,kinestetik,ya,tidak,Manajemen
84,24,59,ngoding,sabar,visual,ya,tidak,Teknik Informatika
63,52,0,berbicara,sabar,kinestetik,ya,tidak,Ilmu Sosial
88,56,14,berbicara,kreatif,kinestetik,tidak,ya,Desain Komunikasi Visual
36,29,64,menggambar,sabar,auditori,tidak,ya,Desain Komunikasi Visual
7,98,94,menulis,kreatif,auditori,tidak,ya,Desain Komunikasi Visual
60,51,33,berhitung,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
60,46,8,menulis,kreatif,kinestetik,ya,tidak,Desain Komunikasi Visual
13,56,71,menggambar,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
67,37,79,berbicara,kreatif,auditori,ya,ya,Ilmu Komunikasi
79,2,100,ngoding,komunikatif,visual,ya,ya,Manajemen
51,55,75,berhitung,komunikatif,auditori,ya,ya,Manajemen
69,72,89,ngoding,logis,auditori,tidak,tidak,Ilmu Sosial
76,71,79,ngoding,sabar,visual,tidak,tidak,Ilmu Sosial
90,36,74,menulis,komunikatif,kinestetik,tidak,ya,Ilmu Sosial
9,78,88,berbicara,sabar,auditori,tidak,ya,Ilmu Komunikasi
88,55,62,ngoding,kreatif,visual,tidak,ya,Teknik Informatika
12,78,76,ngoding,logis,auditori,tidak,tidak,Ilmu Sosial
5,77,27,menggambar,sabar,visual,ya,tidak,Desain Komunikasi Visual
26,34,26,berhitung,komunikatif,auditori,ya,ya,Kedokteran
8,23,46,menggambar,kreatif,visual,tidak,ya,Desain Komunikasi Visual
78,6,48,menggambar,logis,visual,tidak,ya,Desain Komunikasi Visual
76,10,85,menggambar,sabar,auditori,tidak,ya,Desain Komunikasi Visual
91,12,63,berhitung,komunikatif,kinestetik,ya,ya,Manajemen
100,83,65,menggambar,kreatif,visual,ya,ya,Desain Komunikasi Visual
91,72,61,ngoding,komunikatif,visual,ya,ya,Teknik Informatika
24,40,61,berbicara,logis,auditori,ya,ya,Ilmu Komunikasi
60,12,11,berhitung,kreatif,kinestetik,ya,ya,Desain Komunikasi Visual
10,6,33,menggambar,sabar,kinestetik,tidak,ya,Desain Komunikasi Visual
14,25,56,menggambar,logis,kinestetik,tidak,tidak,Desain Komunikasi Visual
11,94,53,menulis,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
72,19,54,berhitung,logis,auditori,tidak,tidak,Teknik Sipil
7,65,1,berhitung,logis,kinestetik,tidak,ya,Kedokteran
63,66,30,berbicara,sabar,visual,tidak,ya,Ilmu Sosial
6,95,3,ngoding,logis,kinestetik,ya,ya,Ilmu Sosial
94,85,58,berbicara,sabar,auditori,tidak,tidak,Ilmu Sosial
100,41,29,berbicara,sabar,auditori,tidak,ya,Ilmu Sosial
